investSessionId,userId,sex,age,chapterId,avgNotKeep,click,avgCashRatio,avgStayTime,highBuyRatio,lowBuyRatio,midBuyRatio,highSellRatio,lowSellRatio,midSellRatio,tagTrunDuraion,betMidShares,betHighShares,betBuyRatio,betSellRatio,investPro
session_0542,user_092,M,8,chapter_3,2,6,0.53,21.74,0.1,0.58,0.16,0.13,0.51,0.28,22.85,2,0,0.16,0.17,안정추구형
session_0543,user_092,M,8,chapter_2,3,8,0.43,26.17,0.2,0.43,0.33,0.25,0.4,0.47,26.05,2,1,0.2,0.21,위험중립형
session_0544,user_093,F,9,chapter_1,5,9,0.21,28.04,0.35,0.27,0.36,0.49,0.19,0.27,30.18,3,3,0.38,0.32,적극투자형
session_0545,user_093,F,9,chapter_2,6,9,0.1,31.32,0.77,0.05,0.11,0.52,0.07,0.29,37.66,3,4,0.55,0.43,공격투자형
session_0546,user_093,F,9,chapter_2,1,1,0.94,18.83,0.03,0.93,0.09,0.1,0.93,0.16,19.75,0,0,0.09,0.04,안정형
session_0547,user_093,F,9,chapter_4,3,3,0.63,23.67,0.09,0.51,0.24,0.18,0.67,0.21,15.68,1,1,0.14,0.14,안정추구형
session_0548,user_094,M,8,chapter_2,4,7,0.35,24.67,0.22,0.36,0.43,0.27,0.33,0.39,26.86,3,1,0.3,0.23,위험중립형
session_0549,user_094,M,8,chapter_1,5,6,0.22,30.65,0.47,0.21,0.22,0.48,0.26,0.32,29.41,4,3,0.32,0.3,적극투자형
session_0550,user_094,M,8,chapter_1,6,10,0.0,30.41,0.52,0.02,0.12,0.78,0.09,0.12,35.94,4,5,0.41,0.54,공격투자형
session_0551,user_094,M,8,chapter_4,1,3,0.74,18.72,0.02,0.91,0.1,0.06,0.78,0.13,14.19,0,0,0.07,0.07,안정형
session_0552,user_095,M,7,chapter_3,3,3,0.69,24.69,0.07,0.58,0.29,0.17,0.57,0.28,23.69,2,0,0.12,0.1,안정추구형
session_0553,user_095,M,7,chapter_3,3,7,0.48,27.98,0.29,0.43,0.43,0.21,0.43,0.4,26.97,3,1,0.2,0.21,위험중립형
session_0554,user_095,M,7,chapter_2,5,7,0.17,25.73,0.38,0.26,0.36,0.33,0.22,0.4,26.36,3,3,0.32,0.31,적극투자형
session_0555,user_096,F,9,chapter_3,6,10,0.08,36.65,0.67,0.07,0.16,0.7,0.02,0.3,31.35,2,5,0.53,0.6,공격투자형
session_0556,user_096,F,9,chapter_3,1,2,0.7,10.2,0.03,0.9,0.11,0.08,0.91,0.15,18.86,1,0,0.08,0.08,안정형
session_0557,user_097,F,8,chapter_2,3,2,0.53,22.88,0.1,0.54,0.24,0.18,0.56,0.27,17.86,2,0,0.12,0.11,안정추구형
session_0558,user_097,F,8,chapter_4,4,6,0.47,26.73,0.19,0.46,0.43,0.29,0.4,0.34,20.37,2,1,0.29,0.26,위험중립형
session_0559,user_097,F,8,chapter_4,5,7,0.19,26.57,0.46,0.17,0.27,0.45,0.19,0.35,29.31,2,3,0.31,0.38,적극투자형
session_0560,user_097,F,8,chapter_4,6,9,0.09,37.73,0.61,0.02,0.16,0.78,0.01,0.18,36.08,4,5,0.42,0.51,공격투자형
session_0561,user_097,F,8,chapter_1,2,2,0.79,10.38,0.04,0.94,0.12,0.06,0.7,0.14,10.13,1,0,0.03,0.09,안정형
session_0562,user_097,F,8,chapter_4,2,2,0.51,19.72,0.05,0.67,0.19,0.1,0.52,0.29,18.24,2,0,0.16,0.1,안정추구형
session_0563,user_097,F,8,chapter_3,3,7,0.36,27.88,0.16,0.44,0.49,0.29,0.3,0.39,22.83,3,1,0.27,0.24,위험중립형
session_0564,user_098,F,8,chapter_2,4,6,0.29,29.16,0.35,0.25,0.29,0.48,0.24,0.39,34.03,4,3,0.33,0.33,적극투자형
session_0565,user_098,F,8,chapter_3,6,11,0.09,33.09,0.77,0.03,0.27,0.62,0.02,0.22,36.13,4,3,0.6,0.54,공격투자형
session_0566,user_098,F,8,chapter_1,2,4,0.72,12.94,0.05,0.72,0.06,0.07,0.92,0.14,10.61,0,0,0.03,0.02,안정형
session_0567,user_098,F,8,chapter_4,2,5,0.56,18.93,0.12,0.68,0.16,0.16,0.52,0.29,19.22,2,1,0.16,0.18,안정추구형
session_0568,user_098,F,8,chapter_2,4,8,0.37,25.92,0.23,0.37,0.41,0.22,0.36,0.34,23.48,2,2,0.22,0.22,위험중립형
session_0569,user_099,M,9,chapter_3,5,6,0.14,25.34,0.44,0.25,0.27,0.38,0.27,0.31,33.43,3,2,0.37,0.38,적극투자형
session_0570,user_099,M,9,chapter_4,6,10,0.06,33.14,0.72,0.07,0.26,0.79,0.06,0.29,32.41,3,5,0.57,0.5,공격투자형
session_0571,user_099,M,9,chapter_4,1,4,0.7,19.08,0.03,0.75,0.09,0.08,0.8,0.13,19.89,0,0,0.07,0.1,안정형
session_0572,user_099,M,9,chapter_2,2,6,0.58,21.76,0.12,0.57,0.16,0.14,0.59,0.2,16.49,2,1,0.2,0.15,안정추구형
session_0573,user_099,M,9,chapter_4,3,8,0.31,28.17,0.29,0.31,0.34,0.29,0.36,0.38,24.3,2,1,0.24,0.26,위험중립형
session_0574,user_099,M,9,chapter_1,4,6,0.21,28.54,0.43,0.18,0.3,0.44,0.14,0.32,28.56,4,2,0.33,0.39,적극투자형
session_0575,user_099,M,9,chapter_1,5,10,0.08,35.2,0.74,0.06,0.21,0.79,0.06,0.13,30.65,2,5,0.42,0.48,공격투자형
session_0576,user_099,M,9,chapter_3,1,4,0.84,19.21,0.0,0.75,0.14,0.06,0.85,0.12,14.47,0,0,0.03,0.08,안정형
session_0577,user_099,M,9,chapter_2,2,6,0.65,23.55,0.13,0.66,0.29,0.15,0.63,0.26,17.43,1,0,0.11,0.11,안정추구형
session_0578,user_099,M,9,chapter_4,4,7,0.5,29.64,0.28,0.32,0.4,0.28,0.48,0.46,27.02,2,2,0.27,0.24,위험중립형
session_0579,user_100,M,8,chapter_1,5,10,0.13,28.83,0.44,0.12,0.31,0.43,0.27,0.25,34.75,2,2,0.32,0.37,적극투자형
session_0580,user_100,M,8,chapter_2,6,8,0.01,33.27,0.51,0.05,0.16,0.71,0.03,0.24,33.59,2,5,0.49,0.42,공격투자형
session_0581,user_100,M,8,chapter_4,2,2,0.93,18.06,0.04,0.71,0.14,0.06,0.72,0.17,12.83,0,0,0.08,0.03,안정형
session_0582,user_100,M,8,chapter_4,3,2,0.64,17.18,0.12,0.65,0.17,0.16,0.63,0.2,20.47,1,1,0.14,0.17,안정추구형
session_0583,user_100,M,8,chapter_3,4,7,0.38,21.96,0.23,0.33,0.45,0.25,0.47,0.46,25.12,2,2,0.22,0.27,위험중립형
session_0584,user_101,M,9,chapter_1,4,10,0.13,27.51,0.41,0.16,0.4,0.33,0.15,0.38,30.45,2,3,0.32,0.3,적극투자형
session_0585,user_101,M,9,chapter_4,6,11,0.06,32.79,0.65,0.09,0.15,0.74,0.0,0.17,33.17,3,4,0.41,0.45,공격투자형
session_0586,user_101,M,9,chapter_1,2,4,0.73,10.68,0.03,0.94,0.08,0.1,0.71,0.15,13.94,0,0,0.06,0.01,안정형
session_0587,user_102,M,7,chapter_4,3,4,0.59,18.81,0.14,0.68,0.29,0.1,0.68,0.27,23.35,1,0,0.16,0.11,안정추구형
session_0588,user_102,M,7,chapter_3,4,8,0.41,21.4,0.2,0.39,0.39,0.25,0.43,0.33,25.44,3,1,0.25,0.24,위험중립형
session_0589,user_102,M,7,chapter_2,4,9,0.13,32.67,0.43,0.21,0.27,0.42,0.12,0.32,31.62,3,3,0.32,0.33,적극투자형
session_0590,user_102,M,7,chapter_2,6,12,0.03,39.05,0.57,0.04,0.24,0.52,0.02,0.15,37.22,3,5,0.48,0.58,공격투자형
session_0591,user_102,M,7,chapter_1,2,2,0.91,19.68,0.01,0.81,0.1,0.05,0.73,0.16,15.56,1,0,0.01,0.02,안정형
session_0592,user_102,M,7,chapter_1,3,4,0.55,20.56,0.11,0.68,0.21,0.14,0.69,0.23,18.64,1,0,0.11,0.16,안정추구형
session_0593,user_102,M,7,chapter_3,3,8,0.32,23.7,0.23,0.4,0.42,0.21,0.38,0.47,22.93,2,2,0.24,0.27,위험중립형
session_0594,user_102,M,7,chapter_2,4,10,0.28,31.64,0.48,0.16,0.35,0.47,0.29,0.31,33.2,4,2,0.39,0.31,적극투자형
session_0595,user_103,F,7,chapter_2,6,12,0.04,36.39,0.54,0.06,0.2,0.74,0.02,0.21,37.97,5,5,0.56,0.47,공격투자형
session_0596,user_103,F,7,chapter_1,2,2,0.86,11.74,0.02,0.8,0.15,0.06,0.83,0.17,18.66,0,0,0.09,0.06,안정형
session_0597,user_103,F,7,chapter_2,3,3,0.69,21.4,0.06,0.58,0.22,0.14,0.55,0.21,18.59,1,1,0.18,0.11,안정추구형
session_0598,user_103,F,7,chapter_2,4,5,0.48,29.65,0.24,0.45,0.32,0.21,0.36,0.4,23.44,2,1,0.28,0.21,위험중립형
session_0599,user_104,F,9,chapter_4,5,7,0.13,26.68,0.36,0.22,0.35,0.49,0.18,0.34,33.08,4,2,0.38,0.37,적극투자형
session_0600,user_104,F,9,chapter_1,5,10,0.06,38.6,0.76,0.01,0.21,0.62,0.1,0.16,38.76,2,3,0.57,0.41,공격투자형
session_0601,user_104,F,9,chapter_3,2,4,0.91,17.06,0.03,0.7,0.07,0.07,0.93,0.19,10.57,0,0,0.02,0.07,안정형
session_0602,user_105,M,8,chapter_4,3,6,0.56,22.17,0.07,0.55,0.29,0.11,0.51,0.23,22.36,2,1,0.1,0.11,안정추구형
session_0603,user_105,M,8,chapter_2,3,8,0.39,27.39,0.29,0.31,0.48,0.29,0.41,0.38,20.65,3,2,0.26,0.27,위험중립형
session_0604,user_106,M,7,chapter_4,5,7,0.14,33.29,0.39,0.14,0.25,0.36,0.21,0.24,33.71,2,3,0.37,0.31,적극투자형
session_0605,user_106,M,7,chapter_2,5,8,0.02,30.31,0.77,0.03,0.16,0.8,0.09,0.17,31.54,4,5,0.47,0.45,공격투자형
session_0606,user_106,M,7,chapter_2,2,1,0.87,10.71,0.01,0.95,0.05,0.1,0.84,0.12,17.77,1,0,0.07,0.1,안정형
session_0607,user_107,F,9,chapter_4,2,6,0.67,15.8,0.14,0.57,0.3,0.11,0.59,0.23,19.31,1,0,0.14,0.18,안정추구형
session_0608,user_107,F,9,chapter_2,3,7,0.31,29.19,0.28,0.39,0.42,0.28,0.43,0.37,26.93,2,1,0.24,0.22,위험중립형
session_0609,user_107,F,9,chapter_4,4,6,0.13,30.72,0.46,0.27,0.33,0.45,0.13,0.36,31.02,3,2,0.35,0.34,적극투자형
session_0610,user_107,F,9,chapter_1,5,11,0.05,37.52,0.6,0.05,0.17,0.73,0.04,0.21,33.42,5,5,0.53,0.44,공격투자형
session_0611,user_107,F,9,chapter_3,2,1,0.9,18.03,0.03,0.95,0.13,0.08,0.75,0.12,19.13,1,0,0.01,0.03,안정형
session_0612,user_107,F,9,chapter_3,3,5,0.51,23.29,0.06,0.63,0.28,0.19,0.54,0.2,17.4,2,1,0.11,0.12,안정추구형
session_0613,user_107,F,9,chapter_2,4,7,0.31,22.75,0.22,0.33,0.36,0.24,0.32,0.37,27.81,2,2,0.27,0.26,위험중립형
session_0614,user_107,F,9,chapter_2,4,8,0.22,27.75,0.44,0.29,0.37,0.5,0.29,0.33,34.12,4,2,0.37,0.35,적극투자형
session_0615,user_107,F,9,chapter_3,6,11,0.07,34.73,0.73,0.09,0.1,0.58,0.03,0.3,33.15,4,5,0.41,0.44,공격투자형
session_0616,user_107,F,9,chapter_4,2,3,0.87,19.66,0.02,0.92,0.06,0.05,0.78,0.18,18.13,0,0,0.01,0.09,안정형
session_0617,user_108,M,9,chapter_4,3,4,0.59,23.55,0.14,0.62,0.25,0.14,0.58,0.23,18.43,1,1,0.12,0.17,안정추구형
session_0618,user_108,M,9,chapter_2,3,8,0.48,28.17,0.26,0.38,0.45,0.24,0.47,0.39,20.29,3,1,0.28,0.28,위험중립형
session_0619,user_108,M,9,chapter_3,4,9,0.27,32.21,0.38,0.24,0.39,0.36,0.14,0.24,25.58,2,2,0.32,0.37,적극투자형
session_0620,user_108,M,9,chapter_2,5,8,0.02,37.24,0.61,0.01,0.13,0.73,0.09,0.21,37.86,4,4,0.5,0.43,공격투자형
session_0621,user_108,M,9,chapter_4,2,4,0.91,18.2,0.01,0.85,0.14,0.09,0.85,0.16,17.49,0,0,0.01,0.07,안정형
session_0622,user_108,M,9,chapter_4,2,5,0.66,16.67,0.12,0.55,0.25,0.16,0.57,0.24,23.07,1,1,0.16,0.11,안정추구형
session_0623,user_108,M,9,chapter_1,4,6,0.41,25.09,0.25,0.35,0.37,0.29,0.39,0.47,22.9,3,1,0.25,0.24,위험중립형
session_0624,user_108,M,9,chapter_3,5,6,0.17,25.65,0.44,0.14,0.38,0.47,0.3,0.36,29.23,4,2,0.34,0.37,적극투자형
session_0625,user_109,M,8,chapter_3,5,12,0.01,36.79,0.6,0.07,0.15,0.79,0.06,0.14,38.32,3,4,0.5,0.42,공격투자형
session_0626,user_109,M,8,chapter_2,1,4,0.78,15.22,0.03,0.8,0.06,0.07,0.84,0.18,11.15,1,0,0.06,0.03,안정형
session_0627,user_109,M,8,chapter_3,3,2,0.67,16.17,0.11,0.56,0.28,0.14,0.58,0.27,19.23,2,1,0.15,0.13,안정추구형
session_0628,user_109,M,8,chapter_1,4,7,0.39,22.0,0.21,0.4,0.35,0.24,0.4,0.31,20.47,2,2,0.26,0.24,위험중립형
session_0629,user_109,M,8,chapter_1,4,7,0.11,25.95,0.47,0.17,0.39,0.43,0.21,0.27,32.47,2,3,0.36,0.4,적극투자형
session_0630,user_109,M,8,chapter_3,6,8,0.08,34.33,0.75,0.01,0.11,0.71,0.05,0.29,30.21,2,3,0.49,0.43,공격투자형
session_0631,user_109,M,8,chapter_1,2,2,0.78,18.47,0.0,0.87,0.15,0.09,0.93,0.17,17.6,0,0,0.03,0.08,안정형
session_0632,user_110,M,9,chapter_3,2,5,0.7,22.92,0.1,0.5,0.23,0.2,0.62,0.27,22.99,2,0,0.16,0.11,안정추구형
session_0633,user_110,M,9,chapter_2,4,8,0.33,29.21,0.27,0.49,0.4,0.22,0.41,0.5,26.67,2,2,0.21,0.27,위험중립형
session_0634,user_110,M,9,chapter_1,4,8,0.23,34.5,0.47,0.28,0.34,0.48,0.23,0.25,27.54,3,3,0.34,0.35,적극투자형
session_0635,user_110,M,9,chapter_4,5,8,0.04,33.39,0.71,0.05,0.17,0.74,0.04,0.22,35.17,3,5,0.44,0.46,공격투자형
session_0636,user_110,M,9,chapter_4,1,3,0.72,10.18,0.04,0.89,0.05,0.06,0.92,0.2,19.75,0,0,0.04,0.03,안정형
session_0637,user_110,M,9,chapter_4,3,6,0.66,23.61,0.15,0.69,0.28,0.16,0.67,0.28,20.59,2,1,0.11,0.16,안정추구형
session_0638,user_110,M,9,chapter_2,3,5,0.32,24.71,0.24,0.48,0.3,0.24,0.44,0.43,20.0,3,2,0.29,0.24,위험중립형
session_0639,user_110,M,9,chapter_4,5,10,0.19,25.19,0.45,0.2,0.24,0.35,0.26,0.29,33.55,4,3,0.39,0.31,적극투자형
session_0640,user_110,M,9,chapter_4,5,12,0.05,37.18,0.75,0.07,0.25,0.79,0.1,0.2,35.0,2,3,0.43,0.48,공격투자형
session_0641,user_111,F,8,chapter_2,2,1,0.84,15.63,0.03,0.89,0.1,0.06,0.8,0.19,16.39,1,0,0.08,0.06,안정형
session_0642,user_111,F,8,chapter_1,2,5,0.55,19.17,0.08,0.54,0.29,0.17,0.59,0.25,23.85,2,1,0.13,0.12,안정추구형
session_0643,user_111,F,8,chapter_2,3,5,0.34,21.23,0.29,0.49,0.41,0.29,0.41,0.42,20.55,3,1,0.21,0.24,위험중립형
session_0644,user_111,F,8,chapter_3,4,6,0.15,33.02,0.4,0.18,0.39,0.41,0.14,0.24,32.69,3,3,0.36,0.35,적극투자형
session_0645,user_111,F,8,chapter_3,5,10,0.05,31.05,0.55,0.06,0.25,0.74,0.03,0.14,36.44,5,4,0.47,0.42,공격투자형
session_0646,user_111,F,8,chapter_1,2,2,0.94,17.56,0.01,0.72,0.15,0.05,0.86,0.14,17.78,1,0,0.04,0.06,안정형
session_0647,user_111,F,8,chapter_4,2,2,0.67,19.8,0.15,0.67,0.24,0.15,0.69,0.26,16.12,1,0,0.14,0.12,안정추구형
session_0648,user_111,F,8,chapter_3,4,4,0.3,28.89,0.28,0.45,0.33,0.27,0.39,0.32,29.58,2,2,0.28,0.28,위험중립형
session_0649,user_111,F,8,chapter_4,4,9,0.14,34.22,0.31,0.23,0.4,0.38,0.29,0.3,32.58,4,2,0.32,0.34,적극투자형
session_0650,user_111,F,8,chapter_4,6,10,0.07,33.43,0.62,0.09,0.15,0.55,0.09,0.26,39.17,2,5,0.46,0.53,공격투자형
session_0651,user_112,M,7,chapter_2,1,4,0.92,14.97,0.05,0.88,0.15,0.09,0.95,0.17,19.21,1,0,0.05,0.1,안정형
session_0652,user_112,M,7,chapter_2,2,3,0.52,16.52,0.1,0.58,0.28,0.18,0.68,0.22,21.36,2,1,0.16,0.13,안정추구형
session_0653,user_112,M,7,chapter_3,4,8,0.38,28.46,0.23,0.35,0.36,0.24,0.36,0.3,27.04,3,2,0.29,0.29,위험중립형
session_0654,user_112,M,7,chapter_1,4,6,0.26,32.19,0.32,0.24,0.39,0.36,0.28,0.3,25.4,3,3,0.38,0.34,적극투자형
session_0655,user_112,M,7,chapter_3,6,8,0.04,38.74,0.74,0.01,0.18,0.64,0.09,0.16,33.01,3,5,0.59,0.54,공격투자형
session_0656,user_112,M,7,chapter_3,2,2,0.87,17.72,0.04,0.81,0.08,0.08,0.89,0.19,12.32,0,0,0.04,0.03,안정형
session_0657,user_113,F,8,chapter_4,2,6,0.57,19.83,0.1,0.6,0.23,0.14,0.54,0.22,18.0,1,0,0.15,0.15,안정추구형
session_0658,user_113,F,8,chapter_4,4,7,0.47,22.41,0.24,0.38,0.36,0.29,0.33,0.44,29.84,2,2,0.28,0.3,위험중립형
session_0659,user_113,F,8,chapter_4,5,6,0.23,28.55,0.42,0.1,0.27,0.41,0.23,0.35,29.52,3,3,0.36,0.4,적극투자형
session_0660,user_113,F,8,chapter_3,6,10,0.05,36.63,0.76,0.08,0.2,0.73,0.0,0.23,33.99,2,5,0.41,0.59,공격투자형
session_0661,user_114,F,9,chapter_1,1,2,0.86,10.54,0.0,0.86,0.1,0.07,0.79,0.11,11.33,1,0,0.01,0.05,안정형
session_0662,user_114,F,9,chapter_1,3,5,0.62,19.08,0.1,0.69,0.17,0.13,0.52,0.29,21.16,1,0,0.15,0.16,안정추구형
session_0663,user_114,F,9,chapter_4,3,4,0.4,20.83,0.2,0.43,0.48,0.26,0.3,0.44,20.75,2,1,0.24,0.28,위험중립형
session_0664,user_114,F,9,chapter_4,4,7,0.23,31.98,0.4,0.15,0.22,0.43,0.11,0.39,34.17,2,3,0.33,0.39,적극투자형
session_0665,user_114,F,9,chapter_2,6,10,0.05,34.77,0.78,0.06,0.12,0.56,0.01,0.17,35.9,5,5,0.44,0.44,공격투자형
session_0666,user_114,F,9,chapter_1,2,3,0.76,18.68,0.0,0.72,0.05,0.08,0.94,0.18,13.98,1,0,0.08,0.08,안정형
session_0667,user_115,M,7,chapter_1,2,2,0.67,24.59,0.14,0.65,0.21,0.18,0.7,0.24,24.25,2,1,0.17,0.16,안정추구형
session_0668,user_115,M,7,chapter_2,3,5,0.33,24.52,0.22,0.44,0.38,0.29,0.41,0.5,21.94,3,1,0.29,0.22,위험중립형
session_0669,user_115,M,7,chapter_3,4,10,0.29,25.65,0.5,0.2,0.2,0.36,0.19,0.2,31.57,3,3,0.33,0.32,적극투자형
session_0670,user_115,M,7,chapter_4,5,9,0.07,39.24,0.62,0.04,0.29,0.78,0.1,0.18,34.33,2,5,0.53,0.49,공격투자형
session_0671,user_115,M,7,chapter_2,1,1,0.94,18.58,0.0,0.74,0.08,0.05,0.71,0.16,15.02,1,0,0.09,0.04,안정형
session_0672,user_115,M,7,chapter_1,3,4,0.55,22.54,0.15,0.69,0.25,0.18,0.59,0.26,21.47,2,0,0.15,0.12,안정추구형
session_0673,user_115,M,7,chapter_2,3,8,0.32,29.51,0.25,0.41,0.48,0.26,0.34,0.39,26.0,3,1,0.22,0.29,위험중립형
session_0674,user_115,M,7,chapter_1,5,10,0.21,28.39,0.33,0.22,0.3,0.45,0.13,0.37,32.92,4,3,0.3,0.4,적극투자형
session_0675,user_115,M,7,chapter_2,5,9,0.01,33.22,0.75,0.06,0.19,0.56,0.06,0.24,32.61,2,3,0.44,0.4,공격투자형
session_0676,user_115,M,7,chapter_1,2,4,0.88,19.61,0.03,0.72,0.09,0.08,0.87,0.19,13.47,1,0,0.07,0.07,안정형
session_0677,user_116,F,7,chapter_3,3,2,0.66,24.15,0.1,0.51,0.25,0.16,0.67,0.25,15.38,2,0,0.17,0.16,안정추구형
session_0678,user_117,M,9,chapter_4,3,4,0.45,23.11,0.2,0.36,0.37,0.27,0.31,0.34,20.67,3,1,0.22,0.24,위험중립형
session_0679,user_117,M,9,chapter_4,5,9,0.12,34.3,0.41,0.14,0.28,0.33,0.2,0.32,26.32,3,3,0.37,0.36,적극투자형
session_0680,user_117,M,9,chapter_4,5,12,0.09,34.7,0.54,0.0,0.25,0.62,0.02,0.23,37.91,2,5,0.54,0.5,공격투자형
session_0681,user_118,M,8,chapter_2,1,2,0.82,17.48,0.04,0.81,0.14,0.09,0.75,0.1,17.68,1,0,0.01,0.09,안정형
session_0682,user_118,M,8,chapter_3,2,2,0.6,22.56,0.12,0.57,0.2,0.13,0.55,0.29,20.11,2,0,0.19,0.16,안정추구형
session_0683,user_118,M,8,chapter_2,4,4,0.46,28.82,0.18,0.45,0.39,0.28,0.41,0.35,21.74,2,1,0.29,0.24,위험중립형
session_0684,user_119,M,8,chapter_1,5,7,0.16,26.38,0.43,0.2,0.39,0.35,0.29,0.29,31.19,2,2,0.37,0.35,적극투자형
session_0685,user_120,F,9,chapter_1,6,11,0.06,35.9,0.67,0.07,0.27,0.79,0.03,0.16,30.43,3,5,0.59,0.42,공격투자형
session_0686,user_120,F,9,chapter_3,1,2,0.94,18.92,0.02,0.87,0.06,0.09,0.81,0.2,16.99,1,0,0.01,0.08,안정형
session_0687,user_120,F,9,chapter_1,3,4,0.59,24.33,0.15,0.62,0.24,0.16,0.51,0.27,19.4,1,1,0.15,0.13,안정추구형
session_0688,user_120,F,9,chapter_3,4,4,0.46,25.4,0.19,0.35,0.47,0.24,0.49,0.34,28.58,3,2,0.29,0.26,위험중립형
session_0689,user_120,F,9,chapter_3,4,8,0.15,25.6,0.37,0.21,0.38,0.41,0.12,0.26,29.87,4,2,0.35,0.32,적극투자형
session_0690,user_120,F,9,chapter_1,6,8,0.09,37.55,0.72,0.06,0.11,0.51,0.08,0.25,30.55,2,5,0.47,0.59,공격투자형
session_0691,user_121,F,9,chapter_2,1,3,0.79,10.36,0.01,0.71,0.12,0.07,0.85,0.18,15.16,1,0,0.08,0.07,안정형
session_0692,user_121,F,9,chapter_3,2,3,0.67,18.9,0.14,0.5,0.2,0.19,0.57,0.21,17.18,2,0,0.15,0.16,안정추구형
session_0693,user_121,F,9,chapter_3,4,8,0.47,24.86,0.27,0.4,0.36,0.23,0.45,0.44,27.95,2,1,0.25,0.2,위험중립형
session_0694,user_122,F,8,chapter_1,4,7,0.18,31.13,0.42,0.28,0.4,0.39,0.15,0.21,31.78,3,2,0.36,0.39,적극투자형
session_0695,user_122,F,8,chapter_3,5,10,0.05,34.94,0.67,0.05,0.27,0.7,0.02,0.17,30.57,2,4,0.53,0.57,공격투자형
session_0696,user_122,F,8,chapter_4,2,4,0.82,15.81,0.01,0.88,0.11,0.07,0.9,0.15,19.65,1,0,0.03,0.08,안정형
session_0697,user_122,F,8,chapter_2,3,4,0.66,23.75,0.13,0.51,0.29,0.14,0.6,0.29,16.0,2,1,0.15,0.11,안정추구형
session_0698,user_122,F,8,chapter_4,4,8,0.39,29.3,0.25,0.33,0.35,0.26,0.3,0.49,28.75,2,2,0.29,0.29,위험중립형
session_0699,user_122,F,8,chapter_3,4,6,0.25,31.1,0.44,0.11,0.36,0.42,0.13,0.39,31.49,2,3,0.34,0.37,적극투자형
session_0700,user_122,F,8,chapter_2,6,10,0.03,35.7,0.74,0.06,0.17,0.75,0.01,0.21,34.83,2,5,0.49,0.46,공격투자형
session_0701,user_123,F,7,chapter_3,1,4,0.91,12.58,0.04,0.82,0.1,0.06,0.87,0.14,13.26,1,0,0.0,0.08,안정형
session_0702,user_123,F,7,chapter_1,2,6,0.53,16.02,0.06,0.62,0.28,0.17,0.55,0.27,18.32,1,1,0.19,0.1,안정추구형
session_0703,user_123,F,7,chapter_1,4,6,0.47,25.85,0.27,0.41,0.41,0.25,0.33,0.43,26.82,2,2,0.29,0.22,위험중립형
session_0704,user_123,F,7,chapter_3,4,7,0.23,32.33,0.32,0.11,0.34,0.33,0.2,0.29,25.33,2,3,0.35,0.36,적극투자형
session_0705,user_123,F,7,chapter_1,5,10,0.08,33.96,0.54,0.09,0.15,0.72,0.03,0.28,37.49,5,3,0.46,0.53,공격투자형
session_0706,user_123,F,7,chapter_2,1,1,0.77,14.45,0.05,0.88,0.11,0.07,0.95,0.19,11.18,0,0,0.07,0.04,안정형
session_0707,user_123,F,7,chapter_3,3,5,0.64,19.43,0.06,0.53,0.26,0.13,0.54,0.23,20.96,1,1,0.14,0.19,안정추구형
session_0708,user_124,F,8,chapter_3,4,4,0.35,25.49,0.2,0.37,0.45,0.24,0.49,0.33,29.5,2,2,0.23,0.3,위험중립형
session_0709,user_124,F,8,chapter_4,5,9,0.25,27.49,0.38,0.16,0.21,0.45,0.17,0.38,26.88,4,3,0.36,0.35,적극투자형
session_0710,user_124,F,8,chapter_3,5,9,0.01,34.77,0.62,0.03,0.2,0.55,0.06,0.29,37.87,5,5,0.54,0.44,공격투자형
session_0711,user_124,F,8,chapter_1,1,3,0.89,12.19,0.03,0.71,0.07,0.09,0.93,0.11,16.41,1,0,0.07,0.04,안정형
session_0712,user_125,M,9,chapter_2,2,4,0.69,17.39,0.09,0.54,0.19,0.14,0.57,0.22,22.03,2,1,0.13,0.16,안정추구형
session_0713,user_125,M,9,chapter_3,4,6,0.4,26.34,0.28,0.33,0.31,0.27,0.36,0.46,21.43,2,1,0.26,0.21,위험중립형
session_0714,user_125,M,9,chapter_1,5,10,0.25,29.81,0.39,0.25,0.27,0.39,0.28,0.3,29.64,4,2,0.31,0.39,적극투자형
session_0715,user_125,M,9,chapter_1,5,11,0.06,33.1,0.74,0.01,0.27,0.72,0.04,0.23,36.19,5,5,0.42,0.54,공격투자형
session_0716,user_125,M,9,chapter_2,1,4,0.81,15.72,0.02,0.9,0.06,0.06,0.71,0.13,16.22,1,0,0.02,0.03,안정형
session_0717,user_126,M,7,chapter_1,3,5,0.51,21.38,0.12,0.58,0.21,0.2,0.63,0.23,23.15,2,0,0.11,0.13,안정추구형
session_0718,user_127,F,7,chapter_2,4,7,0.47,28.21,0.19,0.36,0.49,0.22,0.37,0.32,24.59,3,2,0.27,0.25,위험중립형
session_0719,user_127,F,7,chapter_4,5,8,0.23,29.93,0.31,0.13,0.31,0.45,0.3,0.29,31.8,3,3,0.36,0.3,적극투자형
session_0720,user_127,F,7,chapter_3,5,11,0.03,31.57,0.55,0.09,0.27,0.66,0.08,0.12,30.92,3,4,0.53,0.6,공격투자형
session_0721,user_127,F,7,chapter_1,1,2,0.81,15.26,0.04,0.75,0.1,0.08,0.77,0.12,13.1,0,0,0.05,0.02,안정형
session_0722,user_127,F,7,chapter_2,3,5,0.65,24.35,0.13,0.69,0.25,0.13,0.58,0.25,21.42,1,1,0.16,0.16,안정추구형
